# DELETION SIMULATIONS
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective max. growth (parsimonious)
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
# non-metabolic damage formation f0 = 0.0001
# damage repair r0 = 0.0005
enzyme(s)	standard name	pathway	deletion span	rls	rls change	enzyme change	lcc	time phase 1	rls phase 1	damage phase 1	time phase 2	rls phase 2	damage phase 2	time phase 3	rls phase 3	damage phase 3	status
SOD2	YHR008C	Oxidative stress	complete	23	1.0	NaN	NaN	23.800000000000068	16.0	0.0207434085175836	10.599999999999978	6.0	0.2085188722255705	6.199999999999994	1.0	0.27043808116319307	dead (regular)
GPX3	YIR037W	Oxidative stress	complete	23	1.0	0.0	0.0	23.800000000000068	16.0	0.020743402345703252	10.499999999999979	6.0	0.20657896256435426	5.999999999999995	1.0	0.2679457548579629	dead (regular)
GLR1	YPL091W	Oxidative stress	complete	23	1.0	0.0	0.0	23.800000000000068	16.0	0.02074340222590412	10.599999999999978	6.0	0.20657271059996027	5.799999999999995	1.0	0.26795785024122165	dead (regular)
TRX3	YCR083W	Oxidative stress	complete	23	1.0	0.0	0.0	23.800000000000068	16.0	0.02074340837190057	10.599999999999978	6.0	0.20851888560494858	6.199999999999994	1.0	0.2704380984918013	dead (regular)
TRR2	YHR106W	Oxidative stress	complete	23	1.0	0.0	0.0	23.800000000000068	16.0	0.020743408519017507	10.599999999999978	6.0	0.2085188784359351	6.199999999999994	1.0	0.2704380892066892	dead (regular)
CTA1	YDR256C	Oxidative stress	complete	23	1.0	0.0	0.0	23.800000000000068	16.0	0.02074929818258429	10.599999999999978	6.0	0.2086833681501967	6.299999999999994	1.0	0.2706408730805723	dead (regular)
GPX1	YKL026C	Oxidative stress	complete	23	1.0	0.0	0.0	23.800000000000068	16.0	0.020743408570594236	10.599999999999978	6.0	0.20851888476254773	6.199999999999994	1.0	0.2704380974007467	dead (regular)
GPX2	YBR244W	Oxidative stress	complete	23	1.0	0.0	0.0	23.800000000000068	16.0	0.02074340871978394	10.599999999999978	6.0	0.20851889583071967	6.199999999999994	1.0	0.27043811173594395	dead (regular)
TRX1	YLR043C	Oxidative stress	complete	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408479009087	10.599999999999978	6.0	0.20851888756111042	6.199999999999994	1.0	0.27043810102536986	dead (regular)
TRX2	YGR209C	Oxidative stress	complete	23	1.0	0.0	0.0	23.800000000000068	16.0	0.02074340902564151	10.599999999999978	6.0	0.20851889890991504	6.199999999999994	1.0	0.2704381157240351	dead (regular)
TRR1	YDR353W	Oxidative stress	complete	9	0.391304347826087	0.0	-0.6086956521739131	0.5	0.0	0.0021205576276119432	11.399999999999975	8.0	0.2015672865047633	5.1999999999999975	1.0	0.26153166501205194	dead (regular)
CTT1	YGR088W	Oxidative stress	complete	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408586363938	10.599999999999978	6.0	0.20851887993399137	6.199999999999994	1.0	0.27043809114693135	dead (regular)
PGM2,PGM1	YMR105C,YKL127W	Galactose metabolism	complete	23	1.0	0.0	0.0	23.800000000000068	16.0	0.020743408554851257	10.19999999999998	6.0	0.20011391717552474	4.999999999999998	1.0	0.25966736949598745	dead (regular)
YLR446W,GLK1,HXK1,HXK2	YLR446W,YCL040W,YFR053C,YGL253W	Glycolysis	complete	0	0.0	0.0	-1.0	0.0	0.0	NaN	0.0	0.0	NaN	99.9999999999986	0.0	0.004486376427383074	alive
TDH3,TDH1,TDH2	YGR192C,YJL052W,YJR009C	Glycolysis	complete	0	0.0	0.0	-1.0	0.0	0.0	NaN	0.0	0.0	NaN	99.9999999999986	0.0	0.004486376427383074	alive
ERR2,ENO1,ENO2,ERR3,ERR1	YPL281C,YGR254W,YHR174W,YMR323W,YOR393W	Glycolysis	complete	0	0.0	0.0	-1.0	0.0	0.0	NaN	0.0	0.0	NaN	99.9999999999986	0.0	0.004486376427383074	alive
CDC19,PYK2	YAL038W,YOR347C	Glycolysis	complete	0	0.0	0.0	-1.0	0.0	0.0	NaN	0.0	0.0	NaN	99.9999999999986	0.0	0.004486376427383074	alive
SOL4,SOL3	YGR248W,YHR163W	Pentose phosphate	complete	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
GND2,GND1	YGR256W,YHR183W	Pentose phosphate	complete	23	1.0	0.0	0.0	24.900000000000084	16.0	0.021951710840536664	8.499999999999986	5.0	0.18043392227901336	22.300000000000047	2.0	0.30227072144232225	dead (regular)
TKL2,TKL1	YBR117C,YPR074C	Pentose phosphate	complete	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
GPD1,GPD2	YDL022W,YOL059W	Anaerobic excretion	complete	23	1.0	0.0	0.0	23.800000000000068	16.0	0.020721573419688593	10.29999999999998	6.0	0.20104411167808475	4.999999999999998	1.0	0.26087300002695546	dead (regular)
GPP2,GPP1	YER062C,YIL053W	Anaerobic excretion	complete	23	1.0	0.0	0.0	23.800000000000068	16.0	0.020721573406682608	10.29999999999998	6.0	0.2010441131338591	4.999999999999998	1.0	0.26087300191379326	dead (regular)
PDC6,PDC1,PDC5	YGR087C,YLR044C,YLR134W	Anaerobic excretion	complete	20	0.8695652173913043	0.0	-0.13043478260869565	0.0	0.0	NaN	0.0	0.0	NaN	51.700000000000465	20.0	0.24306939308171344	dead (regular)
ADH5,ADH1	YBR145W,YOL086C	Anaerobic excretion	complete	20	0.8695652173913043	0.0	-0.13043478260869565	0.5	0.0	0.000972106590335802	47.80000000000041	20.0	0.2504559615526086	0.0	0.0	NaN	dead (regular)
HFD1,ALD2,ALD5,ALD4	YMR110C,YMR170C,YER073W,YOR374W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	complete	23	1.0	0.0	0.0	23.400000000000063	16.0	0.020376991587452885	10.09999999999998	6.0	0.19685059550099787	4.899999999999999	1.0	0.25544710574822294	dead (regular)
DAL7,MLS1	YIR031C,YNL117W	Anaplerotic reactions 	complete	23	1.0	0.0	0.0	23.800000000000068	16.0	0.0207433958528815	10.599999999999978	6.0	0.20848726533811907	6.199999999999994	1.0	0.27039714477646337	dead (regular)
ACS1,ACS2	YAL054C,YLR153C	Other	complete	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
FAP7,ADK1	YDL166C,YDR226W	Salvage pathways	complete	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
PYC2,PYC1	YBR218C,YGL062W	TCA	complete	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
CIT1,CIT3	YNR001C,YPR001W	TCA	complete	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
SDH9,SDH1	YJL045W,YKL148C	TCA	complete	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NDE2,NDE1	YDL085W,YMR145C	Oxidative Phosphorylation	complete	23	1.0	0.0	0.0	23.800000000000068	16.0	0.020743408572295303	10.499999999999979	6.0	0.206595607275945	5.699999999999996	1.0	0.2679976120692022	dead (regular)
COX5B,COX6,COX4,COX8,COX7,COX13,COX12,COX11,COX23,COX16,COX18,COX20,COX19	YIL111W,YHR051W,YGL187C,YLR395C,YMR256C,YGL191W,YLR038C,YPL132W,YHR116W,YJL003W,YGR062C,YDR231C,YLL018C-A	Oxidative Phosphorylation	complete	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
SOD1,SOD2	YJR104C,YHR008C	Oxidative stress	complete	2	0.08695652173913043	0.0	-0.9130434782608695	0.5	0.0	0.002378408862083858	3.800000000000002	2.0	0.06739638503022523	0.0	0.0	NaN	dead (regular)
GPX1,GPX2	YKL026C,YBR244W	Oxidative stress	complete	23	1.0	0.0	0.0	23.800000000000068	16.0	0.02074340845427779	10.599999999999978	6.0	0.2065888386537304	5.799999999999995	1.0	0.2679787438746163	dead (regular)
TRX1,TRX2	YLR043C,YGR209C	Oxidative stress	complete	9	0.391304347826087	0.0	-0.6086956521739131	0.5	0.0	0.0021205576289348893	11.399999999999975	8.0	0.20156728465825932	5.1999999999999975	1.0	0.2615316626190743	dead (regular)
QCR6	YFR033C	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
QCR7	YDR529C	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
COB	Q0105	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
ADH1	YOL086C	Anaerobic excretion	phase 1	23	1.0	0.24768833434483561	0.0	23.400000000000063	16.0	0.020349778111859573	10.399999999999979	6.0	0.19498122333992923	4.6	1.0	0.25305166300140236	dead (regular)
TDH2	YJR009C	Glycolysis	phase 1	23	1.0	0.20812695496494885	0.0	23.800000000000068	16.0	0.020743387351876554	10.599999999999978	6.0	0.2085102717703986	6.199999999999994	1.0	0.27042694208600543	dead (regular)
TDH3	YGR192C	Glycolysis	phase 1	23	1.0	0.26636511588820877	0.0	23.800000000000068	16.0	0.020743437675736394	10.599999999999978	6.0	0.20851920917133643	6.199999999999994	1.0	0.27043851756624615	dead (regular)
TDH1	YJL052W	Glycolysis	phase 1	23	1.0	0.25403181930579927	0.0	23.800000000000068	16.0	0.02074340796464978	10.599999999999978	6.0	0.20851888180632397	6.199999999999994	1.0	0.2704380935719259	dead (regular)
COX1	Q0045	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
COX2	Q0250	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
COX3	Q0275	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
COX5B	YIL111W	Oxidative Phosphorylation	phase 1	21	0.9130434782608695	0.6912532422269118	-0.2816435138180095	21.20000000000003	9.0	0.004684453663830325	3.1000000000000014	11.0	0.2090641318858894	6.199999999999994	1.0	0.2711442867444027	dead (regular)
COX6	YHR051W	Oxidative Phosphorylation	phase 1	21	0.9130434782608695	0.6912532422269118	-0.2816435138180095	21.20000000000003	9.0	0.004684453663830325	3.1000000000000014	11.0	0.2090641318858894	6.199999999999994	1.0	0.2711442867444027	dead (regular)
CDC19	YAL038W	Glycolysis	phase 1	23	1.0	0.24683370566225127	0.0	23.90000000000007	16.0	0.020757887368292635	10.29999999999998	6.0	0.20112427880521153	5.1999999999999975	1.0	0.2609575490417078	dead (regular)
PGK1	YCR012W	Glycolysis	phase 1	23	1.0	1.1105379125220436	0.0	40.0000000000003	22.0	0.20495690661455557	0.0	0.0	NaN	45.70000000000038	1.0	0.2658745744282429	dead (regular)
ATP2	YJR121W	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603555	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
ATP6	Q0085	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603551	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
ATP8	Q0080	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603551	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
CIT1	YNR001C	TCA	phase 1	23	1.0	0.6281456390014555	0.0	23.800000000000068	16.0	0.020743923540668268	10.599999999999978	6.0	0.2085245516149511	6.199999999999994	1.0	0.2704454369548832	dead (regular)
ENO1	YGR254W	Glycolysis	phase 1	23	1.0	0.2502090903494849	0.0	23.10000000000006	16.0	0.019964205938032522	11.099999999999977	6.0	0.2002814607212099	5.099999999999998	1.0	0.2598749108816666	dead (regular)
ENO2	YHR174W	Glycolysis	phase 1	23	1.0	0.250209076693059	0.0	23.10000000000006	16.0	0.019964205997605258	11.099999999999977	6.0	0.20028147211402092	5.099999999999998	1.0	0.25987492564706993	dead (regular)
TPI1	YDR050C	Glycolysis	phase 1	24	1.0434782608695652	0.09154204501667164	0.0478594090470187	27.800000000000125	23.0	0.18413582253945265	0.0	0.0	NaN	72.20000000000017	1.0	0.23515301838893074	alive
GPM1	YKL152C	Glycolysis	phase 1	23	1.0	0.2849777589213923	0.0	40.0000000000003	22.0	0.20495690661455557	0.0	0.0	NaN	45.70000000000038	1.0	0.2658745744282429	dead (regular)
COX4	YGL187C	Oxidative Phosphorylation	phase 1	21	0.9130434782608695	0.6912532422269118	-0.2816435138180095	21.20000000000003	9.0	0.004684453663830325	3.1000000000000014	11.0	0.2090641318858894	6.199999999999994	1.0	0.2711442867444027	dead (regular)
COX8	YLR395C	Oxidative Phosphorylation	phase 1	21	0.9130434782608695	0.6912532422269118	-0.2816435138180095	21.20000000000003	9.0	0.004684453663830325	3.1000000000000014	11.0	0.2090641318858894	6.199999999999994	1.0	0.2711442867444027	dead (regular)
GAL1	YBR020W	Galactose metabolism	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
GAL10	YBR019C	Galactose metabolism	phase 1	23	1.0	0.9717604842393464	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851051445640406	6.199999999999994	1.0	0.2704272564063634	dead (regular)
HXK1	YFR053C	Glycolysis	phase 1	23	1.0	0.2604343388545835	0.0	23.90000000000007	16.0	0.02075817680037027	10.29999999999998	6.0	0.2011280452761883	5.1999999999999975	1.0	0.2609624302009785	dead (regular)
HXK2	YGL253W	Glycolysis	phase 1	23	1.0	1.0	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188791332471	6.199999999999994	1.0	0.270438090109829	dead (regular)
ATP4	YPL078C	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603551	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
PDC1	YLR044C	Anaerobic excretion	phase 1	23	1.0	0.2262660276754307	0.0	23.90000000000007	16.0	0.020750135203664404	10.19999999999998	6.0	0.2010294844002048	5.299999999999997	1.0	0.2608250304102153	dead (regular)
CYT1	YOR065W	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
ADK1	YDR226W	Salvage pathways	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408513869157	10.599999999999978	6.0	0.2085188790604643	6.199999999999994	1.0	0.2704380900155628	dead (regular)
ATP1	YBL099W	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603555	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
COX9	YDL067C	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
COR1	YBL045C	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
QCR2	YPR191W	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
RIP1	YEL024W	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
FUM1	YPL262W	TCA	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
GAL7	YBR018C	Galactose metabolism	phase 1	23	1.0	0.9717604786319465	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851051505076337	6.199999999999994	1.0	0.27042725717616156	dead (regular)
QCR8	YJL166W	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
FBP1	YLR377C	Glycolysis	phase 1	23	1.0	1.0000001517421317	0.0	23.800000000000068	16.0	0.02074340849539503	10.599999999999978	6.0	0.20851888344539943	6.199999999999994	1.0	0.2704380956948121	dead (regular)
ATP5	YDR298C	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603551	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
LPD1	YFL018C	Other	phase 1	23	1.0	0.6233881616848506	0.0	22.700000000000053	15.0	0.015633763782564817	7.699999999999989	6.0	0.1687760741389887	11.499999999999975	2.0	0.28401442788197795	dead (regular)
ERR1	YOR393W	Glycolysis	phase 1	23	1.0	0.2502090446456892	0.0	23.10000000000006	16.0	0.019964208487999374	11.099999999999977	6.0	0.20028149639097642	5.099999999999998	1.0	0.25987495711068526	dead (regular)
ERR2	YPL281C	Glycolysis	phase 1	23	1.0	0.9762880382874534	0.0	23.800000000000068	16.0	0.020743411444085764	10.599999999999978	6.0	0.20851053608486633	6.199999999999994	1.0	0.2704272844189637	dead (regular)
COX7	YMR256C	Oxidative Phosphorylation	phase 1	21	0.9130434782608695	0.6912532422269118	-0.2816435138180095	21.20000000000003	9.0	0.004684453663830325	3.1000000000000014	11.0	0.2090641318858894	6.199999999999994	1.0	0.2711442867444027	dead (regular)
PCK1	YKR097W	Other	phase 1	23	1.0	0.9999982930085264	0.0	23.800000000000068	16.0	0.02074340858442409	10.599999999999978	6.0	0.2085188797119909	6.199999999999994	1.0	0.27043809085940207	dead (regular)
PYC1	YGL062W	TCA	phase 1	23	1.0	0.3155074731283815	0.0	23.800000000000068	16.0	0.020743431237765494	10.599999999999978	6.0	0.20851912948485832	6.199999999999994	1.0	0.2704384143584727	dead (regular)
ZWF1	YNL241C	Pentose phosphate	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
LAT1	YNL071W	Other	phase 1	23	1.0	0.6233881616918889	0.0	22.700000000000053	15.0	0.015633763782564817	7.699999999999989	6.0	0.1687760741389887	11.499999999999975	2.0	0.28401442788197795	dead (regular)
PGI1	YBR196C	Glycolysis	phase 1	24	1.0434782608695652	0.2504413820219202	0.05800515106723341	34.70000000000022	22.0	0.18146713512869425	0.0	0.0	NaN	60.100000000000584	2.0	0.3036157194432415	dead (regular)
FBA1	YKL060C	Glycolysis	phase 1	23	1.0	0.9986935342323247	0.0	39.20000000000029	22.0	0.20174516321943317	0.0	0.0	NaN	44.600000000000364	1.0	0.26174273410240195	dead (regular)
TAL1	YLR354C	Pentose phosphate	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
PDA1	YER178W	Other	phase 1	23	1.0	0.6233881616848506	0.0	22.700000000000053	15.0	0.015633763782564817	7.699999999999989	6.0	0.1687760741389887	11.499999999999975	2.0	0.28401442788197795	dead (regular)
PDX1	YGR193C	Other	phase 1	23	1.0	0.6233881616918889	0.0	22.700000000000053	15.0	0.015633763782564817	7.699999999999989	6.0	0.1687760741389887	11.499999999999975	2.0	0.28401442788197795	dead (regular)
PDC5	YLR134W	Anaerobic excretion	phase 1	23	1.0	0.2640338110328621	0.0	23.800000000000068	16.0	0.020743391132311897	10.599999999999978	6.0	0.20851032406729905	6.199999999999994	1.0	0.2704270098195386	dead (regular)
PFK1	YGR240C	Glycolysis	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340863540538	10.599999999999978	6.0	0.2085188849999516	6.199999999999994	1.0	0.2704380977082258	dead (regular)
PFK2	YMR205C	Glycolysis	phase 1	23	1.0	1.077912007323555	0.0	39.20000000000029	22.0	0.2017511787435087	0.0	0.0	NaN	44.600000000000364	1.0	0.26175052898731505	dead (regular)
MDH1	YKL085W	TCA	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
GLK1	YCL040W	Glycolysis	phase 1	23	1.0	0.2704367666590674	0.0	23.800000000000068	16.0	0.020743400091528856	10.599999999999978	6.0	0.20851040834861725	6.199999999999994	1.0	0.2704271189784249	dead (regular)
ACO1	YLR304C	TCA	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
COX11	YPL132W	Oxidative Phosphorylation	phase 1	23	1.0	0.24967204857571862	0.0	23.10000000000006	16.0	0.020002879345176434	10.599999999999978	6.0	0.19063364932803095	4.200000000000001	1.0	0.24745085832468236	dead (regular)
KGD1	YIL125W	TCA	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
ATP15	YPL271W	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603551	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
SDH2	YLL041C	TCA	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
DAL7	YIR031C	Anaplerotic reactions 	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408484330556	10.599999999999978	6.0	0.20851889452525624	6.199999999999994	1.0	0.27043811004514345	dead (regular)
IDP1	YDL066W	TCA	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
QCR9	YGR183C	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
TKL1	YPR074C	Pentose phosphate	phase 1	23	1.0	0.2366065460588389	0.0	23.20000000000006	16.0	0.020091764966011817	10.599999999999978	6.0	0.1910047095545337	4.300000000000001	1.0	0.24792312690171447	dead (regular)
PDC6	YGR087C	Anaerobic excretion	phase 1	23	1.0	0.26404659651672957	0.0	23.800000000000068	16.0	0.02074340492262826	10.599999999999978	6.0	0.20851047437098602	6.199999999999994	1.0	0.2704272044888132	dead (regular)
ICL1	YER065C	Anaplerotic reactions 	phase 1	23	1.0	1.0001047479541199	0.0	23.800000000000068	16.0	0.02074339575701077	10.599999999999978	6.0	0.20851036431848963	6.199999999999994	1.0	0.2704270619517923	dead (regular)
ATP7	YKL016C	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603551	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
MLS1	YNL117W	Anaplerotic reactions 	phase 1	23	1.0	0.9999705413216331	0.0	23.800000000000068	16.0	0.020743408596634177	10.599999999999978	6.0	0.20851888981459868	6.199999999999994	1.0	0.27043810394402734	dead (regular)
PYC2	YBR218C	TCA	phase 1	23	1.0	0.9999999965690693	0.0	23.800000000000068	16.0	0.020743408590613382	10.599999999999978	6.0	0.20851888833360208	6.199999999999994	1.0	0.27043810202588	dead (regular)
NDI1	YML120C	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
PDB1	YBR221C	Other	phase 1	23	1.0	0.6233881616848506	0.0	22.700000000000053	15.0	0.015633763782564817	7.699999999999989	6.0	0.1687760741389887	11.499999999999975	2.0	0.28401442788197795	dead (regular)
COX13	YGL191W	Oxidative Phosphorylation	phase 1	21	0.9130434782608695	0.6912532422269118	-0.2816435138180095	21.20000000000003	9.0	0.004684453663830325	3.1000000000000014	11.0	0.2090641318858894	6.199999999999994	1.0	0.2711442867444027	dead (regular)
TKL2	YBR117C	Pentose phosphate	phase 1	23	1.0	0.9465230892904387	0.0	23.90000000000007	16.0	0.020791651910248173	10.29999999999998	6.0	0.20152552156865952	5.299999999999997	1.0	0.26146783136858115	dead (regular)
PGM1	YKL127W	Galactose metabolism	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408402862637	10.599999999999978	6.0	0.20851888896511175	6.199999999999994	1.0	0.2704381028437947	dead (regular)
SDH3	YKL141W	TCA	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
PGM2	YMR105C	Galactose metabolism	phase 1	23	1.0	0.9762937540720872	0.0	23.800000000000068	16.0	0.020743408559613572	10.599999999999978	6.0	0.2085105046983006	6.199999999999994	1.0	0.27042724376793176	dead (regular)
SDH4	YDR178W	TCA	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
QCR10	YHR001W-A	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
ATP3	YBR039W	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603551	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
ADH5	YBR145W	Anaerobic excretion	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340855581529	10.599999999999978	6.0	0.20851889416712432	6.199999999999994	1.0	0.2704381095813009	dead (regular)
GND1	YHR183W	Pentose phosphate	phase 1	23	1.0	0.2907008980007077	0.0	23.90000000000007	16.0	0.020750525092446064	10.29999999999998	6.0	0.20102668524017717	5.1999999999999975	1.0	0.26083107262979516	dead (regular)
COX23	YHR116W	Oxidative Phosphorylation	phase 1	23	1.0	0.24967204857571862	0.0	23.10000000000006	16.0	0.020002879345176434	10.599999999999978	6.0	0.19063364932803095	4.200000000000001	1.0	0.24745085832468236	dead (regular)
SOL3	YHR163W	Pentose phosphate	phase 1	23	1.0	0.29095069128698947	0.0	23.90000000000007	16.0	0.020759669061164374	10.29999999999998	6.0	0.20114745871165002	5.1999999999999975	1.0	0.26098758904889285	dead (regular)
ALD5	YER073W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 1	23	1.0	0.6653482461138802	0.0	23.600000000000065	16.0	0.020482481593239794	10.499999999999979	6.0	0.1975494730420515	4.999999999999998	1.0	0.256343578467585	dead (regular)
