# OVEREXPRESSION SIMULATIONS
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective max. growth (parsimonious)
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
# non-metabolic damage formation f0 = 0.0001
# damage repair r0 = 0.0005
enzyme(s)	standard name	pathway	overexpression span	rls	rls change	enzyme change	lcc	time phase 1	rls phase 1	damage phase 1	time phase 2	rls phase 2	damage phase 2	time phase 3	rls phase 3	damage phase 3	status
HFD1	YMR110C	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	complete	23	1.0	1.5096774822157923	0.0	23.90000000000007	16.0	0.02085449142928618	10.699999999999978	6.0	0.21115861590476048	6.5999999999999925	1.0	0.27381520519555447	dead (regular)
COX20	YDR231C	Oxidative Phosphorylation	complete	23	1.0	1.5199194285222597	0.0	24.200000000000074	16.0	0.020979867116171967	10.599999999999978	6.0	0.2081751956861982	6.299999999999994	1.0	0.26998274132317224	dead (regular)
YLR446W	YLR446W	Glycolysis	complete	23	1.0	1.4999218508292795	0.0	23.800000000000068	16.0	0.020743277853389874	10.29999999999998	6.0	0.20012178528295027	5.1999999999999975	1.0	0.259658367239949	dead (regular)
ATP17	YDR377W	Oxidative Phosphorylation	complete	20	0.8695652173913043	1.2336882412869528	-0.558157234999817	29.300000000000146	18.0	0.0359359351746156	3.800000000000002	2.0	0.13046055795447356	0.0	0.0	NaN	dead (overexpression)
NDE2	YDL085W	Oxidative Phosphorylation	complete	23	1.0	1.5268017293200113	0.0	23.800000000000068	16.0	0.020743408476498273	10.699999999999978	6.0	0.20851234552882397	6.199999999999994	1.0	0.27042962796189296	dead (regular)
FAP7	YDL166C	Salvage pathways	complete	23	1.0	1.4999924330765377	0.0	23.800000000000068	16.0	0.020743554665812895	10.599999999999978	6.0	0.2085229774180631	6.199999999999994	1.0	0.2704433980976033	dead (regular)
ATP16	YDL004W	Oxidative Phosphorylation	complete	20	0.8695652173913043	1.2342052097463319	-0.5569251971378854	29.300000000000146	18.0	0.035932009687077215	3.800000000000002	2.0	0.13539028010774246	0.0	0.0	NaN	dead (overexpression)
RKI1	YOR095C	Pentose phosphate	complete	23	1.0	1.5000000566556235	0.0	23.800000000000068	16.0	0.020743408614266396	10.599999999999978	6.0	0.2085188857291574	6.199999999999994	1.0	0.2704380986526739	dead (regular)
ATP20	YPR020W	Oxidative Phosphorylation	complete	20	0.8695652173913043	1.2342246304309392	-0.5568790198055371	29.300000000000146	18.0	0.0359359351746156	3.800000000000002	2.0	0.13541062143092095	0.0	0.0	NaN	dead (overexpression)
ATP14	YLR295C	Oxidative Phosphorylation	complete	20	0.8695652173913043	1.2342042751602706	-0.5569274195333819	29.300000000000146	18.0	0.035932009687077215	3.800000000000002	2.0	0.13538611558228425	0.0	0.0	NaN	dead (overexpression)
COX19	YLL018C-A	Oxidative Phosphorylation	complete	23	1.0	1.5212641996350458	0.0	24.200000000000074	16.0	0.021123615184820962	10.799999999999978	6.0	0.20936136138118056	6.299999999999994	1.0	0.2715189389110225	dead (regular)
SOD1	YJR104C	Oxidative stress	complete	21	0.9130434782608695	0.6276286142324992	-0.23352095532234013	23.800000000000068	16.0	0.02074340854140294	9.799999999999981	5.0	0.16562854267421945	0.0	0.0	NaN	dead (overexpression)
SOD2	YHR008C	Oxidative stress	complete	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851887646548184	6.199999999999994	1.0	0.2704380866546116	dead (regular)
GPX3	YIR037W	Oxidative stress	complete	22	0.9565217391304348	1.0092467133565428	-4.702023215502952	23.800000000000068	16.0	0.020743408476498273	15.299999999999962	6.0	0.21127339869101985	0.0	0.0	NaN	dead (overexpression)
GLR1	YPL091W	Oxidative stress	complete	22	0.9565217391304348	1.476032073528362	-0.09133472992124923	23.800000000000068	16.0	0.020743408476498273	9.199999999999983	5.0	0.16236249502062539	10.09999999999998	1.0	0.2103981732537626	dead (overexpression)
TRX3	YCR083W	Oxidative stress	complete	23	1.0	1.4999921640708966	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851887646548184	6.199999999999994	1.0	0.2704380866546116	dead (regular)
TRR2	YHR106W	Oxidative stress	complete	23	1.0	1.4999865695837569	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851889405116275	6.199999999999994	1.0	0.27043810943111024	dead (regular)
CTA1	YDR256C	Oxidative stress	complete	23	1.0	1.0000001537183332	0.0	23.800000000000068	16.0	0.02074340853900524	10.599999999999978	6.0	0.2085188866130674	6.199999999999994	1.0	0.27043809979749	dead (regular)
GPX1	YKL026C	Oxidative stress	complete	23	1.0	1.4999971389180884	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851887646548184	6.199999999999994	1.0	0.2704380866546116	dead (regular)
GPX2	YBR244W	Oxidative stress	complete	23	1.0	1.5493630300717922	0.0	23.800000000000068	16.0	0.020743408476498273	10.799999999999978	6.0	0.20834735552480121	6.199999999999994	1.0	0.270215937366083	dead (regular)
TRX1	YLR043C	Oxidative stress	complete	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851887646548184	6.199999999999994	1.0	0.2704380866546116	dead (regular)
TRX2	YGR209C	Oxidative stress	complete	24	1.0434782608695652	1.5860662511894454	0.07418659713185037	25.40000000000009	17.0	0.026116141633023934	11.099999999999977	6.0	0.21447507413768002	7.099999999999991	1.0	0.278056036692248	dead (regular)
TRR1	YDR353W	Oxidative stress	complete	24	1.0434782608695652	1.5860655063620845	0.07418669141518008	25.40000000000009	17.0	0.026116133517124794	11.099999999999977	6.0	0.214477595137124	7.099999999999991	1.0	0.2780593000599254	dead (regular)
CTT1	YGR088W	Oxidative stress	complete	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851887646548184	6.199999999999994	1.0	0.2704380866546116	dead (regular)
PGM2,PGM1	YMR105C,YKL127W	Galactose metabolism	complete	23	1.0	1.5000000335464214	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851887650032672	6.199999999999994	1.0	0.27043808669974156	dead (regular)
YLR446W,GLK1,HXK1,HXK2	YLR446W,YCL040W,YFR053C,YGL253W	Glycolysis	complete	0	0.0	0.0	-1.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	dead (overexpression)
TDH3,TDH1,TDH2	YGR192C,YJL052W,YJR009C	Glycolysis	complete	24	1.0434782608695652	1.5321821261524116	0.081698085548092	22.300000000000047	16.0	0.019223997643972146	12.299999999999972	7.0	0.23725951469362877	29.60000000000015	1.0	0.3047623323499221	dead (regular)
ERR2,ENO1,ENO2,ERR3,ERR1	YPL281C,YGR254W,YHR174W,YMR323W,YOR393W	Glycolysis	complete	23	1.0	1.4999999840695273	0.0	23.800000000000068	16.0	0.020743408503290293	10.599999999999978	6.0	0.20851888614751346	6.199999999999994	1.0	0.27043809919451745	dead (regular)
CDC19,PYK2	YAL038W,YOR347C	Glycolysis	complete	17	0.7391304347826086	1.9839534858186605	-0.26512387930649467	34.50000000000022	14.0	0.019263663631904907	7.899999999999988	3.0	0.07487965247958907	0.0	0.0	NaN	dead (overexpression)
SOL4,SOL3	YGR248W,YHR163W	Pentose phosphate	complete	0	0.0	0.0	-1.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	dead (overexpression)
GND2,GND1	YGR256W,YHR183W	Pentose phosphate	complete	0	0.0	0.0	-1.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	dead (overexpression)
TKL2,TKL1	YBR117C,YPR074C	Pentose phosphate	complete	23	1.0	1.5000000079166007	0.0	23.800000000000068	16.0	0.020743408384493258	10.599999999999978	6.0	0.2085188750599745	6.199999999999994	1.0	0.27043808483423665	dead (regular)
GPD1,GPD2	YDL022W,YOL059W	Anaerobic excretion	complete	23	1.0	1.4637681149661868	0.0	23.90000000000007	16.0	0.020807250959269004	10.29999999999998	6.0	0.20134164297486448	5.399999999999997	1.0	0.2612198546613075	dead (regular)
GPP2,GPP1	YER062C,YIL053W	Anaerobic excretion	complete	23	1.0	1.4601449265628048	0.0	23.90000000000007	16.0	0.020791657074185038	10.29999999999998	6.0	0.20120541614532744	5.299999999999997	1.0	0.2610530155322255	dead (regular)
PDC6,PDC1,PDC5	YGR087C,YLR044C,YLR134W	Anaerobic excretion	complete	23	1.0	1.4905755910752028	0.0	23.20000000000006	16.0	0.020125120680460736	9.799999999999981	6.0	0.19459147059024412	4.4	1.0	0.25256472759810433	dead (regular)
ADH5,ADH1	YBR145W,YOL086C	Anaerobic excretion	complete	23	1.0	1.499999981346287	0.0	23.800000000000068	16.0	0.020743408615006557	10.599999999999978	6.0	0.20851888755094317	6.199999999999994	1.0	0.2704381010122019	dead (regular)
HFD1,ALD2,ALD5,ALD4	YMR110C,YMR170C,YER073W,YOR374W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	complete	23	1.0	1.5827403092644876	0.0	24.100000000000072	16.0	0.020928355684458957	10.999999999999977	6.0	0.20411385881887828	6.799999999999992	1.0	0.26467341368284847	dead (regular)
DAL7,MLS1	YIR031C,YNL117W	Anaplerotic reactions 	complete	23	1.0	1.4999669183524604	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851887646548184	6.199999999999994	1.0	0.2704380866546116	dead (regular)
ACS1,ACS2	YAL054C,YLR153C	Other	complete	23	1.0	1.4973286286977543	0.0	23.800000000000068	16.0	0.02074375923050184	10.599999999999978	6.0	0.20646279077415594	5.899999999999995	1.0	0.2678053622563166	dead (regular)
FAP7,ADK1	YDL166C,YDR226W	Salvage pathways	complete	23	1.0	1.4999924330765377	0.0	23.800000000000068	16.0	0.020743554665812895	10.599999999999978	6.0	0.2085229774180631	6.199999999999994	1.0	0.2704433980976033	dead (regular)
PYC2,PYC1	YBR218C,YGL062W	TCA	complete	23	1.0	1.5262318465829645	0.0	24.200000000000074	16.0	0.02119366073362269	10.999999999999977	6.0	0.20934802517295312	6.499999999999993	1.0	0.2714810482878429	dead (regular)
CIT1,CIT3	YNR001C,YPR001W	TCA	complete	25	1.0869565217391304	1.0351018014649398	2.477266639035155	27.40000000000012	18.0	0.033914303842303845	14.099999999999966	7.0	0.21292214377592233	0.0	0.0	NaN	dead (overexpression)
SDH9,SDH1	YJL045W,YKL148C	TCA	complete	25	1.0869565217391304	0.9662186997476868	2.574102272252713	27.300000000000118	18.0	0.03374103785802397	13.899999999999967	7.0	0.21183478892343643	0.0	0.0	NaN	dead (overexpression)
NDE2,NDE1	YDL085W,YMR145C	Oxidative Phosphorylation	complete	23	1.0	1.5268017293200113	0.0	23.800000000000068	16.0	0.020743408476498273	10.699999999999978	6.0	0.20851234552882397	6.199999999999994	1.0	0.27042962796189296	dead (regular)
COX5B,COX6,COX4,COX8,COX7,COX13,COX12,COX11,COX23,COX16,COX18,COX20,COX19	YIL111W,YHR051W,YGL187C,YLR395C,YMR256C,YGL191W,YLR038C,YPL132W,YHR116W,YJL003W,YGR062C,YDR231C,YLL018C-A	Oxidative Phosphorylation	complete	19	0.8260869565217391	1.1599365156456956	-1.0873879725098374	28.20000000000013	17.0	0.032454064960709884	3.900000000000002	2.0	0.1617295687338133	0.2	0.0	0.16856511649633388	dead (overexpression)
SOD1,SOD2	YJR104C,YHR008C	Oxidative stress	complete	21	0.9130434782608695	0.6276456238292935	-0.23353162284109974	23.800000000000068	16.0	0.02074340854140294	9.799999999999981	5.0	0.16562854267421945	0.0	0.0	NaN	dead (overexpression)
GPX1,GPX2	YKL026C,YBR244W	Oxidative stress	complete	23	1.0	1.5327284013282607	0.0	23.800000000000068	16.0	0.020743408476498273	10.799999999999978	6.0	0.20834735552480121	6.199999999999994	1.0	0.270215937366083	dead (regular)
TRX1,TRX2	YLR043C,YGR209C	Oxidative stress	complete	24	1.0434782608695652	1.5860662511894454	0.07418659713185037	25.40000000000009	17.0	0.026116141633023934	11.099999999999977	6.0	0.21447507413768002	7.099999999999991	1.0	0.278056036692248	dead (regular)
QCR6	YFR033C	Oxidative Phosphorylation	phase 1	23	1.0	1.4695804041819869	0.0	28.300000000000132	17.0	0.03266826019328014	5.4999999999999964	4.0	0.1693445305945489	11.599999999999975	2.0	0.28495739556063293	dead (regular)
QCR7	YDR529C	Oxidative Phosphorylation	phase 1	23	1.0	1.4687464353141586	0.0	28.300000000000132	17.0	0.032672555657717484	5.599999999999996	4.0	0.16935447616368787	11.499999999999975	2.0	0.2849834206320133	dead (regular)
COB	Q0105	Oxidative Phosphorylation	phase 1	23	1.0	1.3399445300807882	0.0	28.10000000000013	17.0	0.03229918273461895	8.399999999999986	5.0	0.20989494601011063	6.399999999999993	1.0	0.2721996295548342	dead (regular)
ADH1	YOL086C	Anaerobic excretion	phase 1	23	1.0	1.3754939717466317	0.0	23.800000000000068	16.0	0.020743408615006557	10.599999999999978	6.0	0.20851888934449891	6.199999999999994	1.0	0.27043810333516666	dead (regular)
TDH2	YJR009C	Glycolysis	phase 1	23	1.0	1.3999684958522118	0.0	23.400000000000063	16.0	0.020340195213901444	10.799999999999978	6.0	0.19570272503745545	4.6	1.0	0.2539870300292838	dead (regular)
TDH3	YGR192C	Glycolysis	phase 1	23	1.0	1.3012048858084575	0.0	22.50000000000005	16.0	0.01955249569031766	11.399999999999975	6.0	0.20875085086163206	6.299999999999994	1.0	0.2707282696213483	dead (regular)
TDH1	YJL052W	Glycolysis	phase 1	23	1.0	1.351684894092232	0.0	23.400000000000063	16.0	0.02034018475474639	10.799999999999978	6.0	0.1957025882267082	4.6	1.0	0.2539868526655129	dead (regular)
COX1	Q0045	Oxidative Phosphorylation	phase 1	23	1.0	1.3598180558394668	0.0	28.300000000000132	17.0	0.032650943477410904	8.499999999999986	5.0	0.21140777161542287	6.5999999999999925	1.0	0.2741378275021227	dead (regular)
COX2	Q0250	Oxidative Phosphorylation	phase 1	23	1.0	1.3677445530956684	0.0	28.400000000000134	17.0	0.03271352533714752	8.499999999999986	5.0	0.2116774228497362	6.699999999999992	1.0	0.2744764997824659	dead (regular)
COX3	Q0275	Oxidative Phosphorylation	phase 1	23	1.0	1.3677442666165793	0.0	28.400000000000134	17.0	0.03271349726379011	8.499999999999986	5.0	0.21167730299344306	6.699999999999992	1.0	0.27447634459439546	dead (regular)
COX5B	YIL111W	Oxidative Phosphorylation	phase 1	23	1.0	1.4676485145541178	0.0	28.300000000000132	17.0	0.03266838724700879	5.599999999999996	4.0	0.1693406938702654	11.499999999999975	2.0	0.2849602887182582	dead (regular)
COX6	YHR051W	Oxidative Phosphorylation	phase 1	23	1.0	1.4732271030454016	0.0	28.300000000000132	17.0	0.03266838500189464	5.4999999999999964	4.0	0.16934488049571114	11.699999999999974	2.0	0.28494686564676003	dead (regular)
CDC19	YAL038W	Glycolysis	phase 1	21	0.9130434782608695	1.9280897449691392	-0.09369408746351561	36.40000000000025	15.0	0.029597156283285974	3.1000000000000014	5.0	0.20871369166210316	6.199999999999994	1.0	0.27069040603411226	dead (regular)
PGK1	YCR012W	Glycolysis	phase 1	23	1.0	1.3745009551704452	0.0	23.800000000000068	16.0	0.020743408484935187	10.599999999999978	6.0	0.20851888758277548	6.199999999999994	1.0	0.27043810105342986	dead (regular)
ATP2	YJR121W	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4128437521632666	0.10531408224477849	29.000000000000142	18.0	0.03553384603902829	5.799999999999995	4.0	0.1783213969282435	16.99999999999997	2.0	0.29938031092131523	dead (regular)
ATP6	Q0085	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4223407235353553	0.10294593546559931	29.200000000000145	18.0	0.035808172605238525	5.799999999999995	4.0	0.17873116206647502	17.49999999999998	2.0	0.30000745481009244	dead (regular)
ATP8	Q0080	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.429205059969204	0.10129950675018796	29.400000000000148	18.0	0.03601528919082863	5.799999999999995	4.0	0.179041374481569	17.999999999999986	2.0	0.3004659890376031	dead (regular)
CIT1	YNR001C	TCA	phase 1	24	1.0434782608695652	1.9505198832066273	0.045741558527833306	27.40000000000012	18.0	0.033914303842303845	6.699999999999992	4.0	0.17776651125567317	16.29999999999996	2.0	0.2985337977139582	dead (regular)
ENO1	YGR254W	Glycolysis	phase 1	23	1.0	1.3753643544778023	0.0	23.800000000000068	16.0	0.020743408577830212	10.599999999999978	6.0	0.20851887954264609	6.199999999999994	1.0	0.2704380906400724	dead (regular)
ENO2	YHR174W	Glycolysis	phase 1	23	1.0	1.37536434885852	0.0	23.800000000000068	16.0	0.020743408365618592	10.599999999999978	6.0	0.2085188843466323	6.199999999999994	1.0	0.2704380968620646	dead (regular)
TPI1	YDR050C	Glycolysis	phase 1	23	1.0	1.3637256356566676	0.0	23.800000000000068	16.0	0.020743408516254395	10.599999999999978	6.0	0.20851887992452894	6.199999999999994	1.0	0.27043809113467554	dead (regular)
GPM1	YKL152C	Glycolysis	phase 1	23	1.0	1.4081199252441976	0.0	23.800000000000068	16.0	0.020743408618794736	10.599999999999978	6.0	0.20851887843785852	6.199999999999994	1.0	0.2704380892091807	dead (regular)
COX4	YGL187C	Oxidative Phosphorylation	phase 1	23	1.0	1.4676486893398926	0.0	28.300000000000132	17.0	0.03266838801213667	5.599999999999996	4.0	0.1693407072942482	11.499999999999975	2.0	0.2849603112487906	dead (regular)
COX8	YLR395C	Oxidative Phosphorylation	phase 1	23	1.0	1.4732269177766508	0.0	28.300000000000132	17.0	0.0326683778903245	5.4999999999999964	4.0	0.1693448575355161	11.699999999999974	2.0	0.28494682711547153	dead (regular)
GAL1	YBR020W	Galactose metabolism	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
GAL10	YBR019C	Galactose metabolism	phase 1	23	1.0	1.0137533690987766	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
HXK1	YFR053C	Glycolysis	phase 1	0	0.0	0.0	-1.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	dead (overexpression)
HXK2	YGL253W	Glycolysis	phase 1	23	1.0	1.0000000003359117	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
ATP4	YPL078C	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4214350419778456	0.10316717059292571	29.200000000000145	18.0	0.035814793556708496	5.799999999999995	4.0	0.17874286382606672	17.49999999999998	2.0	0.30002702422242294	dead (regular)
PDC1	YLR044C	Anaerobic excretion	phase 1	24	1.0434782608695652	1.465762387803193	0.09334858719407135	27.100000000000115	19.0	0.04144169613817517	8.699999999999985	4.0	0.20961152841997893	6.399999999999993	1.0	0.2718325987952907	dead (regular)
CYT1	YOR065W	Oxidative Phosphorylation	phase 1	23	1.0	1.4526618695439222	0.0	28.10000000000013	17.0	0.032448016932268654	5.4999999999999964	4.0	0.1687334963694742	11.399999999999975	2.0	0.28395402315155754	dead (regular)
ADK1	YDR226W	Salvage pathways	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
ATP1	YBL099W	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4117721040150382	0.10558816502046814	28.90000000000014	18.0	0.03550374031646686	5.899999999999995	4.0	0.17978819704179821	19.1	2.0	0.3015812538879375	dead (regular)
COX9	YDL067C	Oxidative Phosphorylation	phase 1	23	1.0	1.3770657970907858	0.0	28.500000000000135	17.0	0.03291552522435789	8.499999999999986	5.0	0.21254955861375874	6.799999999999992	1.0	0.27559517161609476	dead (regular)
COR1	YBL045C	Oxidative Phosphorylation	phase 1	23	1.0	1.3311407450016701	0.0	28.000000000000128	17.0	0.032240466785442116	8.499999999999986	5.0	0.2096392836930003	6.199999999999994	1.0	0.2718892078265665	dead (regular)
QCR2	YPR191W	Oxidative Phosphorylation	phase 1	23	1.0	1.3440734854891707	0.0	28.10000000000013	17.0	0.032365308894947986	8.399999999999986	5.0	0.21018433108025783	6.499999999999993	1.0	0.2725640141537895	dead (regular)
RIP1	YEL024W	Oxidative Phosphorylation	phase 1	23	1.0	1.3510872022923377	0.0	28.300000000000132	17.0	0.032500195762598924	8.499999999999986	5.0	0.21075570129633076	6.399999999999993	1.0	0.2733143227760111	dead (regular)
FUM1	YPL262W	TCA	phase 1	23	1.0	1.0231750959883097	0.0	23.800000000000068	16.0	0.020743438217852798	10.599999999999978	6.0	0.2085192160916087	6.199999999999994	1.0	0.27043852652919587	dead (regular)
GAL7	YBR018C	Galactose metabolism	phase 1	23	1.0	1.0137533690987774	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
QCR8	YJL166W	Oxidative Phosphorylation	phase 1	23	1.0	1.3633634147377194	0.0	28.400000000000134	17.0	0.03271343100085286	8.499999999999986	5.0	0.2116770173699012	6.5999999999999925	1.0	0.27448646364661344	dead (regular)
FBP1	YLR377C	Glycolysis	phase 1	23	1.0	1.0000000843835484	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
ATP5	YDR298C	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4222130939228625	0.10297705470382355	29.200000000000145	18.0	0.035842278721465885	5.799999999999995	4.0	0.18022312851019387	20.40000000000002	2.0	0.30214991411612835	dead (regular)
LPD1	YFL018C	Other	phase 1	24	1.0434782608695652	1.783055955236626	0.05552382378143952	29.700000000000152	18.0	0.036322438514424335	5.899999999999995	4.0	0.1794990916475126	18.499999999999993	2.0	0.3011689833618498	dead (regular)
ERR1	YOR393W	Glycolysis	phase 1	23	1.0	1.3753643458358855	0.0	23.800000000000068	16.0	0.020743408481046072	10.599999999999978	6.0	0.208518886489816	6.199999999999994	1.0	0.27043809963785886	dead (regular)
ERR2	YPL281C	Glycolysis	phase 1	23	1.0	1.01155858765752	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
COX7	YMR256C	Oxidative Phosphorylation	phase 1	23	1.0	1.3610806962792992	0.0	28.400000000000134	17.0	0.03270428802092027	8.499999999999986	5.0	0.21163523268190346	6.5999999999999925	1.0	0.27443235823443923	dead (regular)
PCK1	YKR097W	Other	phase 1	23	1.0	1.0000009500269913	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
PYC1	YGL062W	TCA	phase 1	23	1.0	1.359997791291764	0.0	24.200000000000074	16.0	0.02119366073362269	10.19999999999998	6.0	0.21079770981496376	6.499999999999993	1.0	0.27335830273501527	dead (regular)
ZWF1	YNL241C	Pentose phosphate	phase 1	0	0.0	0.0	-1.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	dead (overexpression)
LAT1	YNL071W	Other	phase 1	24	1.0434782608695652	1.9303633885098743	0.046732557844094226	29.900000000000155	18.0	0.03666707795786489	5.899999999999995	4.0	0.18128351559129716	24.300000000000075	2.0	0.3034427728127643	dead (regular)
PGI1	YBR196C	Glycolysis	phase 1	23	1.0	1.4092237314697698	0.0	23.800000000000068	16.0	0.02074340848060902	10.599999999999978	6.0	0.20851887698004506	6.199999999999994	1.0	0.27043808732105984	dead (regular)
FBA1	YKL060C	Glycolysis	phase 1	23	1.0	1.37072208756401	0.0	23.800000000000068	16.0	0.020697592216079835	10.399999999999979	6.0	0.20035540336995228	5.299999999999997	1.0	0.25995150729578353	dead (regular)
TAL1	YLR354C	Pentose phosphate	phase 1	23	1.0	1.4124636643764545	0.0	23.800000000000068	16.0	0.020743408621918383	10.599999999999978	6.0	0.2085188789841719	6.199999999999994	1.0	0.270438089916751	dead (regular)
PDA1	YER178W	Other	phase 1	24	1.0434782608695652	1.8971299211416137	0.04846372843549612	29.700000000000152	18.0	0.036449061898119015	5.799999999999995	4.0	0.18100605751986448	23.20000000000006	2.0	0.3031166604067731	dead (regular)
PDX1	YGR193C	Other	phase 1	24	1.0434782608695652	1.9303633885098743	0.046732557844094226	29.900000000000155	18.0	0.03666707795786489	5.899999999999995	4.0	0.18128351559129716	24.300000000000075	2.0	0.3034427728127643	dead (regular)
PDC5	YLR134W	Anaerobic excretion	phase 1	23	1.0	1.3655422261618357	0.0	23.700000000000067	16.0	0.020611029612511968	10.499999999999979	6.0	0.198383638709651	4.999999999999998	1.0	0.2574247454643537	dead (regular)
PFK1	YGR240C	Glycolysis	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
PFK2	YMR205C	Glycolysis	phase 1	23	1.0	1.4613473989146215	0.0	24.60000000000008	15.0	0.016471884449458716	7.39999999999999	6.0	0.17520335853905344	13.899999999999967	2.0	0.29452283817145	dead (regular)
MDH1	YKL085W	TCA	phase 1	23	1.0	1.0540881626534107	0.0	23.800000000000068	16.0	0.020743516210364916	10.599999999999978	6.0	0.20852007091145427	6.199999999999994	1.0	0.27043963366876567	dead (regular)
GLK1	YCL040W	Glycolysis	phase 1	23	1.0	1.365003453151427	0.0	23.800000000000068	16.0	0.02073400312827077	10.29999999999998	6.0	0.1999872148107556	5.1999999999999975	1.0	0.2594839705933398	dead (regular)
ACO1	YLR304C	TCA	phase 1	23	1.0	1.3873330099444972	0.0	23.800000000000068	16.0	0.02074340861048371	10.599999999999978	6.0	0.2085188771613976	6.199999999999994	1.0	0.27043808755594245	dead (regular)
COX11	YPL132W	Oxidative Phosphorylation	phase 1	23	1.0	1.3881988092894306	0.0	24.100000000000072	16.0	0.020944475595999688	10.09999999999998	6.0	0.208588898977681	6.199999999999994	1.0	0.2705287779206707	dead (regular)
KGD1	YIL125W	TCA	phase 1	24	1.0434782608695652	1.7124455500563054	0.06102678424495609	27.100000000000115	18.0	0.03360597490610154	6.5999999999999925	4.0	0.1754732130028554	13.899999999999967	2.0	0.2949768873279173	dead (regular)
ATP15	YPL271W	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.429138006147386	0.10131533503614396	29.400000000000148	18.0	0.03601349707353978	5.799999999999995	4.0	0.1790386869497913	17.899999999999984	2.0	0.30047354394898707	dead (regular)
SDH2	YLL041C	TCA	phase 1	24	1.0434782608695652	1.747106438925228	0.05819553761591475	27.300000000000118	18.0	0.03374103785802397	6.5999999999999925	4.0	0.17567044615267413	14.199999999999966	2.0	0.29527044835238825	dead (regular)
DAL7	YIR031C	Anaplerotic reactions 	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
IDP1	YDL066W	TCA	phase 1	24	1.0434782608695652	1.7509986143552363	0.057893929547251054	27.40000000000012	18.0	0.033848945506880654	6.499999999999993	4.0	0.1758334023502085	14.499999999999964	2.0	0.2955100354064611	dead (regular)
QCR9	YGR183C	Oxidative Phosphorylation	phase 1	23	1.0	1.477882676297297	0.0	28.400000000000134	17.0	0.03275430616806846	5.4999999999999964	4.0	0.16958436112283026	11.699999999999974	2.0	0.28534875670547005	dead (regular)
